"doc_id"	"paragraph_id"	"sentence_id"	"sentence"	"token_id"	"token"	"lemma"	"upos"	"xpos"	"feats"	"head_token_id"	"dep_rel"	"deps"	"misc"
"529"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"5"	"делились"	"делиться"	"VERB"	NA	"Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid"	NA	NA	NA	NA
"530"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"6"	"на"	"на"	"ADP"	NA	NA	NA	NA	NA	NA
"531"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"7"	"шесть"	"шесть"	"NUM"	NA	"Case=Acc"	NA	NA	NA	NA
"532"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"8"	"вахт"	"вахта"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur"	NA	NA	NA	NA
"533"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"9"	"("	"("	"PUNCT"	NA	NA	NA	NA	NA	"SpaceAfter=No"
"534"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"10"	"с"	"с"	"ADP"	NA	NA	NA	NA	NA	NA
"535"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"11"	"0"	"0"	"NUM"	NA	NA	NA	NA	NA	NA
"536"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"12"	"до"	"до"	"ADP"	NA	NA	NA	NA	NA	NA
"537"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"13"	"4"	"4"	"NUM"	NA	NA	NA	NA	NA	NA
"538"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"14"	"часов"	"час"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur"	NA	NA	NA	"SpaceAfter=No"
"539"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"15"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"540"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"16"	"с"	"с"	"ADP"	NA	NA	NA	NA	NA	NA
"541"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"17"	"4"	"4"	"NUM"	NA	NA	NA	NA	NA	NA
"542"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"18"	"до"	"до"	"ADP"	NA	NA	NA	NA	NA	NA
"543"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"19"	"8"	"8"	"NUM"	NA	NA	NA	NA	NA	NA
"544"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"20"	"часов"	"час"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur"	NA	NA	NA	NA
"545"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"21"	"и"	"и"	"CCONJ"	NA	NA	NA	NA	NA	NA
"546"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"22"	"т.д."	"т.демик"	"NOUN"	NA	"Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"547"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"23"	")"	")"	"PUNCT"	NA	NA	NA	NA	NA	"SpaceAfter=No"
"548"	"doc1"	1	29	"Сутки на военном корабле делились на шесть вахт (с 0 до 4 часов, с 4 до 8 часов и т.д.)."	"24"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"549"	"doc1"	1	30	"Вахтенные - матросы, несущие вахту."	"1"	"Вахтенные"	"Вахтенный"	"NOUN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur"	NA	NA	NA	NA
"550"	"doc1"	1	30	"Вахтенные - матросы, несущие вахту."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"551"	"doc1"	1	30	"Вахтенные - матросы, несущие вахту."	"3"	"матросы"	"матрос"	"NOUN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur"	NA	NA	NA	"SpaceAfter=No"
"552"	"doc1"	1	30	"Вахтенные - матросы, несущие вахту."	"4"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"553"	"doc1"	1	30	"Вахтенные - матросы, несущие вахту."	"5"	"несущие"	"нести"	"VERB"	NA	"Aspect=Imp|Case=Nom|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act"	NA	NA	NA	NA
"554"	"doc1"	1	30	"Вахтенные - матросы, несущие вахту."	"6"	"вахту"	"вахта"	"NOUN"	NA	"Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"555"	"doc1"	1	30	"Вахтенные - матросы, несущие вахту."	"7"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"556"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"1"	"Вельбот"	"Вельбот"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"557"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"558"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"3"	"быстроходная"	"быстроходный"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"559"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"4"	"шлюпка"	"шлюпка"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"560"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"5"	"с"	"с"	"ADP"	NA	NA	NA	NA	NA	NA
"561"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"6"	"острым"	"острый"	"ADJ"	NA	"Case=Ins|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"562"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"7"	"носом"	"нос"	"NOUN"	NA	"Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"563"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"8"	"и"	"и"	"CCONJ"	NA	NA	NA	NA	NA	NA
"564"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"9"	"кормой"	"корма"	"NOUN"	NA	"Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"565"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"10"	"на"	"на"	"ADP"	NA	NA	NA	NA	NA	NA
"566"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"11"	"пять"	"пять"	"NUM"	NA	"Case=Acc"	NA	NA	NA	NA
"567"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"12"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"568"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"13"	"шесть"	"шесть"	"NUM"	NA	"Case=Acc"	NA	NA	NA	NA
"569"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"14"	"распашных"	"распашный"	"ADJ"	NA	"Case=Gen|Degree=Pos|Number=Plur"	NA	NA	NA	NA
"570"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"15"	"весел"	"веселый"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur"	NA	NA	NA	"SpaceAfter=No"
"571"	"doc1"	1	31	"Вельбот - быстроходная шлюпка с острым носом и кормой на пять - шесть распашных весел."	"16"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"572"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"1"	"Виндзейль"	"Виндзейль"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"573"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"574"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"3"	"приспособление"	"приспособление"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"575"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"4"	"для"	"для"	"ADP"	NA	NA	NA	NA	NA	NA
"576"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"5"	"вентиляции"	"вентиляция"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"577"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"6"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"578"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"7"	"представляющее"	"представлять"	"VERB"	NA	"Aspect=Imp|Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act"	NA	NA	NA	NA
"579"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"8"	"собою"	"себя"	"PRON"	NA	"Case=Ins"	NA	NA	NA	NA
"580"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"9"	"парусиновый"	"парусиновый"	"ADJ"	NA	"Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"581"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"10"	"цилиндр"	"цилиндр"	"NOUN"	NA	"Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"582"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"11"	"с"	"с"	"ADP"	NA	NA	NA	NA	NA	NA
"583"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"12"	"металлическими"	"металлический"	"ADJ"	NA	"Case=Ins|Degree=Pos|Number=Plur"	NA	NA	NA	NA
"584"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"13"	"или"	"или"	"CCONJ"	NA	NA	NA	NA	NA	NA
"585"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"14"	"деревянными"	"деревянный"	"ADJ"	NA	"Case=Ins|Degree=Pos|Number=Plur"	NA	NA	NA	NA
"586"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"15"	"обручами"	"обруч"	"NOUN"	NA	"Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur"	NA	NA	NA	"SpaceAfter=No"
"587"	"doc1"	1	32	"Виндзейль - приспособление для вентиляции, представляющее собою парусиновый цилиндр с металлическими или деревянными обручами."	"16"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"588"	"doc1"	1	33	"Вице-адмирал - второй адмиральский чин."	"1"	"Вице"	"вице"	"NOUN"	NA	"Animacy=Anim|Case=Loc|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"589"	"doc1"	1	33	"Вице-адмирал - второй адмиральский чин."	"2"	"-адмирал"	"-адмирал"	"VERB"	NA	"Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act"	NA	NA	NA	NA
"590"	"doc1"	1	33	"Вице-адмирал - второй адмиральский чин."	"3"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"591"	"doc1"	1	33	"Вице-адмирал - второй адмиральский чин."	"4"	"второй"	"второй"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"592"	"doc1"	1	33	"Вице-адмирал - второй адмиральский чин."	"5"	"адмиральский"	"адмиральский"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"593"	"doc1"	1	33	"Вице-адмирал - второй адмиральский чин."	"6"	"чин"	"чин"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"594"	"doc1"	1	33	"Вице-адмирал - второй адмиральский чин."	"7"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"595"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"1"	"Вымпел"	"Вымпеть"	"VERB"	NA	"Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act"	NA	NA	NA	NA
"596"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"597"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"3"	"узкий"	"узкий"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"598"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"4"	"и"	"и"	"CCONJ"	NA	NA	NA	NA	NA	NA
"599"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"5"	"длинный"	"длинный"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"600"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"6"	"раздвоенный"	"раздвоить"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"601"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"7"	"на"	"на"	"ADP"	NA	NA	NA	NA	NA	NA
"602"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"8"	"конце"	"конец"	"NOUN"	NA	"Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"603"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"9"	"флаг"	"флаг"	"NOUN"	NA	"Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"604"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"10"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"605"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"11"	"поднимаемый"	"поднимать"	"VERB"	NA	"Animacy=Inan|Aspect=Imp|Case=Acc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Pass"	NA	NA	NA	NA
"606"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"12"	"с"	"с"	"ADP"	NA	NA	NA	NA	NA	NA
"607"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"13"	"началом"	"начало"	"NOUN"	NA	"Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"608"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"14"	"плавания"	"плавание"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"609"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"15"	"и"	"и"	"CCONJ"	NA	NA	NA	NA	NA	NA
"610"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"16"	"опускаемый"	"опускать"	"VERB"	NA	"Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Pass"	NA	NA	NA	NA
"611"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"17"	"в"	"в"	"ADP"	NA	NA	NA	NA	NA	NA
"612"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"18"	"конце"	"конец"	"NOUN"	NA	"Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"613"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"19"	"его"	"он"	"PRON"	NA	"Case=Gen|Gender=Masc|Number=Sing|Person=3"	NA	NA	NA	"SpaceAfter=No"
"614"	"doc1"	1	34	"Вымпел - узкий и длинный раздвоенный на конце флаг, поднимаемый с началом плавания и опускаемый в конце его."	"20"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"615"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"1"	"Г"	"год"	"NOUN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	"SpacesAfter=\n"
"616"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"2"	"Гальюнщик"	"Гальюнщик"	"PROPN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"617"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"3"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"618"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"4"	"матрос"	"матрос"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"619"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"5"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"620"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"6"	"ведающий"	"ведавать"	"VERB"	NA	"Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act"	NA	NA	NA	NA
"621"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"7"	"матросскими"	"матросский"	"ADJ"	NA	"Case=Ins|Degree=Pos|Number=Plur"	NA	NA	NA	NA
"622"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"8"	"уборными"	"уборная"	"NOUN"	NA	"Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur"	NA	NA	NA	"SpaceAfter=No"
"623"	"doc1"	1	35	"Г Гальюнщик - матрос, ведающий матросскими уборными."	"9"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"624"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"1"	"Гардемарин"	"Гардемарин"	"PROPN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"625"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"626"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"3"	"здесь"	"здесь"	"ADV"	NA	"Degree=Pos"	NA	NA	NA	"SpaceAfter=No"
"627"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"4"	":"	":"	"PUNCT"	NA	NA	NA	NA	NA	NA
"628"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"5"	"воспитанник"	"воспитанник"	"NOUN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"629"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"6"	"старших"	"старший"	"ADJ"	NA	"Case=Gen|Degree=Pos|Number=Plur"	NA	NA	NA	NA
"630"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"7"	"классов"	"класс"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur"	NA	NA	NA	NA
"631"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"8"	"морского"	"морской"	"ADJ"	NA	"Case=Gen|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"632"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"9"	"корпуса"	"корпус"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"633"	"doc1"	1	36	"Гардемарин - здесь: воспитанник старших классов морского корпуса."	"10"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"634"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"1"	"Гафель"	"Гафля"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"635"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"636"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"3"	"наклонное"	"наклоть"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"637"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"4"	"рангоутное"	"рангоутный"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"638"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"5"	"дерево"	"дерево"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"639"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"6"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"640"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"7"	"укрепленное"	"укрепить"	"VERB"	NA	"Aspect=Perf|Case=Nom|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass"	NA	NA	NA	NA
"641"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"8"	"сзади"	"сзади"	"ADP"	NA	NA	NA	NA	NA	NA
"642"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"9"	"мачты"	"мачта"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"643"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"10"	"и"	"и"	"CCONJ"	NA	NA	NA	NA	NA	NA
"644"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"11"	"служащее"	"служащий"	"VERB"	NA	"Aspect=Imp|Case=Nom|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act"	NA	NA	NA	NA
"645"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"12"	"для"	"для"	"ADP"	NA	NA	NA	NA	NA	NA
"646"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"13"	"привязывания"	"привязывание"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"647"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"14"	"верхней"	"верхний"	"ADJ"	NA	"Case=Gen|Degree=Pos|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"648"	"doc1"	1	37	"Гафель - наклонное рангоутное дерево, укрепленное сзади мачты и служащее для привязывания верхней кромки косого паруса."	"15"	"кромки"	"кромка"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing"	NA	NA	NA	NA
